T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
T32n1656    1  寶行王正論【陳 真諦譯】
T32n1657    1  手杖論【釋迦稱造  唐 義淨譯】
T32n1658    1  諸教決定名義論【慈氏菩薩造  宋 施護譯】
T32n1659    2  發菩提心經論【天親菩薩造  後秦 鳩摩羅什譯】
T32n1660    6  菩提資糧論【龍樹本  自在比丘釋  隋 達磨笈多譯】
T32n1661    1  菩提心離相論【龍樹菩薩造  宋 施護譯】
T32n1662    4  菩提行經【龍樹菩薩集頌  宋 天息災譯】
T32n1663    1  菩提心觀釋【宋 法天譯】
T32n1664    4  廣釋菩提心論【蓮華戒菩薩造  宋 施護譯】
T32n1665    1  金剛頂瑜伽中發阿耨多羅三藐三菩提心論【唐 不空譯】
T32n1666    1  大乘起信論【馬鳴菩薩造  梁 真諦譯】
T32n1667    2  大乘起信論【馬鳴菩薩造  唐 實叉難陀譯】
T32n1668   10  釋摩訶衍論【龍樹菩薩造  姚秦 筏提摩多譯】
T32n1669   20  大宗地玄文本論【馬鳴菩薩造  陳 真諦譯】
T32n1670A   2  那先比丘經【失譯】
T32n1670B   3  那先比丘經【失譯】
T32n1671   12  福蓋正行所集經【龍樹菩薩集  宋 日稱等譯】
T32n1672    1  龍樹菩薩為禪陀迦王說法要偈【宋 求那跋摩譯】
T32n1673    1  勸發諸王要偈【龍樹菩薩撰  宋 僧伽跋摩譯】
T32n1674    1  龍樹菩薩勸誡王頌【唐 義淨譯】
T32n1675    1  讚法界頌【龍樹菩薩造  宋 施護譯】
T32n1676    1  廣大發願頌【龍樹菩薩造  宋 施護等譯】
T32n1677    1  三身梵讚【宋 法賢譯】
T32n1678    1  佛三身讚【西土賢聖撰  宋 法賢譯】
T32n1679    1  佛一百八名讚【宋 法天譯】
T32n1680    1  一百五十讚佛頌【摩咥里制吒造  唐 義淨譯】
T32n1681    3  佛吉祥德讚【寂友尊者造  宋 施護譯】
T32n1682    1  七佛讚唄伽他【宋 法天譯】
T32n1683    1  犍稚梵讚【宋 法賢譯】
T32n1684    1  八大靈塔梵讚【西天戒日王製  宋 法賢譯】
T32n1685    1  佛說八大靈塔名號經【宋 法賢譯】
T32n1686    1  賢聖集伽陀一百頌【宋 天息災譯】
T32n1687    1  事師法五十頌【馬鳴菩薩集  宋 日稱等譯】
T32n1688    1  密跡力士大權神王經偈頌【元 管主八撰】
T32n1689    1  請賓頭盧法【劉宋 慧簡譯】
T32n1690    1  賓頭盧突羅闍為優陀延王說法經【劉宋 求那跋陀羅譯】
T32n1691    1  迦葉仙人說醫女人經【宋 法賢譯】
T32n1692    1  勝軍化世百喻伽他經【宋 天息災譯】
T33n1693    1  人本欲生經註【東晉 道安撰】
T33n1694    2  陰持入經註【吳 陳慧撰】
T33n1695    3  大般若波羅蜜多經般若理趣分述讚【唐 窺基撰】
T33n1696    1  大品經遊意【隋 吉藏撰】
T33n1697    1  大慧度經宗要【新羅 元曉撰】
T33n1698    1  金剛般若經疏【隋 智顗說】
T33n1699    4  金剛般若疏【隋 吉藏撰】
T33n1700    2  金剛般若經贊述【唐 窺基撰】
T33n1701    2  金剛般若經疏論纂要【唐 宗密述  宋 子璿治定】
T33n1702    7  金剛經纂要刊定記【宋 子璿錄】
T33n1703    1  金剛般若波羅蜜經註解【明 宗泐．如玘同註】
T33n1704    2  金剛般若波羅蜜經略疏【唐 智儼述】
T33n1705    5  仁王護國般若經疏【隋 智顗說  灌頂記】
T33n1706    4  仁王護國般若波羅蜜經疏神寶記【宋 善月述】
T33n1707    6  仁王般若經疏【隋 吉藏撰】
T33n1708    3  仁王經疏【唐 圓測撰】
T33n1709    7  仁王護國般若波羅蜜多經疏【唐 良賁述】
T33n1710    2  般若波羅蜜多心經幽贊【唐 窺基撰】
T33n1711    1  般若波羅蜜多心經贊【唐 圓測撰】
T33n1712    1  般若波羅蜜多心經略疏【唐 法藏述】
T33n1713    2  般若心經略疏連珠記【宋 師會述】
T33n1714    1  般若波羅蜜多心經註解【明 宗泐．如玘同註】
T33n1715    8  法華經義記【梁 法雲撰】
T33n1716   10  妙法蓮華經玄義【隋 智顗說】
T33n1717   20  法華玄義釋籤【唐 湛然述】
T34n1718   10  妙法蓮華經文句【隋 智顗說】
T34n1719   10  法華文句記【唐 湛然述】
T34n1720   10  法華玄論【隋 吉藏撰】
T34n1721   12  法華義疏【隋 吉藏撰】
T34n1722    1  法華遊意【隋 吉藏造】
T34n1723   10  妙法蓮華經玄贊【唐 窺基撰】
T34n1724    1  法華玄贊義決【唐 慧沼撰】
T34n1725    1  法華宗要【新羅 元曉撰】
T34n1726    2  觀音玄義【隋 智顗說．灌頂記】
T34n1727    4  觀音玄義記【宋 知禮述】
T34n1728    2  觀音義疏【隋 智顗說．灌頂記】
T34n1729    4  觀音義疏記【宋 知禮述】
T34n1730    3  金剛三昧經論【新羅 元曉述】
T35n1731    1  華嚴遊意【隋 吉藏撰】
T35n1732    5  大方廣佛華嚴經搜玄分齊通智方軌【唐 智儼述】
T35n1733   20  華嚴經探玄記【唐 法藏述】
T35n1734    1  花嚴經文義綱目【唐 法藏撰】
T35n1735   60  大方廣佛華嚴經疏【唐 澄觀撰】
T36n1736   90  大方廣佛華嚴經隨疏演義鈔【唐 澄觀述】
T36n1737    1  大華嚴經略策【唐 澄觀述】
T36n1738    1  新譯華嚴經七處九會頌釋章【唐 澄觀述】
T36n1739   40  新華嚴經論【唐 李通玄撰】
T36n1740    1  大方廣佛華嚴經中卷卷大意略敘(又名華嚴經大意)【唐 李通玄造】
T36n1741    4  略釋新華嚴經修行次第決疑論(又名華嚴經決疑論)【唐 李通玄撰】
T36n1742    2  大方廣佛華嚴經願行觀門骨目(又名華嚴經骨目)【唐 湛然撰】
T36n1743    1  皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部(又名大周經玄義)【唐 靜居撰】
T37n1744    3  勝鬘寶窟【隋 吉藏撰】
T37n1745    2  無量壽經義疏【隋 慧遠撰】
T37n1746    1  無量壽經義疏【隋 吉藏撰】
T37n1747    1  兩卷無量壽經宗要【新羅 元曉撰】
T37n1748    3  無量壽經連義述文贊【新羅 璟興撰】
T37n1749    1  觀無量壽經義疏【隋 慧遠撰】
T37n1750    1  觀無量壽佛經疏【隋 智顗說】
T37n1751    6  觀無量壽佛經疏妙宗鈔【宋 知禮述】
T37n1752    1  觀無量壽經義疏【隋 吉藏撰】
T37n1753    4  觀無量壽佛經疏【唐 善導集記】
T37n1754    3  觀無量壽佛經義疏【宋 元照述】
T37n1755    1  阿彌陀經義記【隋 智顗說】
T37n1756    1  阿彌陀經義述【唐 慧淨述】
T37n1757    1  阿彌陀經疏【唐 窺基撰】
T37n1758    3  阿彌陀經通贊疏【唐 窺基撰】
T37n1759    1  阿彌陀經疏【新羅 元曉述】
T37n1760    1  阿彌陀經疏【宋 智圓述】
T37n1761    1  阿彌陀經義疏【宋 元照述】
T37n1762    1  阿彌陀經要解【明 智旭解】
T37n1763   71  大般涅槃經集解【梁 寶亮等集】
T37n1764   10  大般涅槃經義記【隋 慧遠述】
T38n1765    2  大般涅槃經玄義【隋 灌頂撰】
T38n1766    4  涅槃玄義發源機要【宋 智圓述】
T38n1767   33  大般涅槃經疏【隋 灌頂撰】
T38n1768    1  涅槃經遊意【隋 吉藏撰】
T38n1769    1  涅槃宗要【新羅 元曉撰】
T38n1770    2  本願藥師經古迹【新羅 太賢撰】
T38n1771    1  彌勒經遊意【隋 吉藏撰】
T38n1772    2  觀彌勒上生兜率天經贊【唐 窺基撰】
T38n1773    1  彌勒上生經宗要【新羅 元曉撰】
T38n1774    1  三彌勒經疏【新羅 憬興撰】
T38n1775   10  注維摩詰經【後秦 僧肇撰】
T38n1776    4  維摩義記【隋 慧遠撰】
T38n1777    6  維摩經玄疏【隋 智顗撰】
T38n1778   10  維摩經略疏【唐 智顗說．湛然略】
T38n1779   10  維摩經略疏垂裕記【宋 智圓述】
T38n1780    8  淨名玄論【隋 吉藏造】
T38n1781    6  維摩經義疏【隋 吉藏撰】
T38n1782    6  說無垢稱經疏【唐 窺基撰】
T39n1783    2  金光明經玄義【隋 智顗說  灌頂錄】
T39n1784    6  金光明經玄義拾遺記【宋 知禮述】
T39n1785    6  金光明經文句【隋 智顗說  灌頂錄】
T39n1786    6  金光明經文句記【宋 知禮述】
T39n1787    1  金光明經疏【隋 吉藏撰】
T39n1788    6  金光明最勝王經疏【唐 慧沼撰】
T39n1789    4  楞伽阿跋多羅寶經註解【明 宗泐．如玘同註】
T39n1790    1  入楞伽心玄義【唐 法藏撰】
T39n1791   10  注大乘入楞伽經【宋 寶臣述】
T39n1792    2  佛說盂蘭盆經疏【唐 宗密述】
T39n1793    1  溫室經義記【隋 慧遠撰】
T39n1794    1  註四十二章經【宋 真宗皇帝註】
T39n1795    2  大方廣圓覺修多羅了義經略疏【唐 宗密述】
T39n1796   20  大毘盧遮那成佛經疏【唐 一行記】
T39n1797    2  大毘盧遮那經供養次第法疏【唐 不可思議撰】
T39n1798    1  金剛頂經大瑜伽祕密心地法門義訣【唐 不空撰】
T39n1799   10  首楞嚴義疏注經【宋 子璿集】
T39n1800    1  請觀音經疏【隋 智顗說  灌頂記】
T39n1801    4  請觀音經疏闡義鈔【宋 智圓述】
T39n1802    1  十一面神呪心經義疏【唐 慧沼撰】
T39n1803    2  佛頂尊勝陀羅尼經教跡義記【唐 法崇述】
T40n1804    3  四分律刪繁補闕行事鈔【唐 道宣撰】
T40n1805    3  四分律行事鈔資持記【宋 元照撰】
T40n1806    3  四分律比丘含注戒本【唐 道宣述】
T40n1807    2  四分比丘戒本疏【唐 定賓撰】
T40n1808    2  四分律刪補隨機羯磨【唐 道宣集】
T40n1809    3  僧羯磨【唐 懷素集】
T40n1810    3  尼羯磨【唐 懷素集】
T40n1811    2  菩薩戒義疏【隋 智顗說  灌頂記】
T40n1812    3  天台菩薩戒疏【唐 明曠刪補】
T40n1813    6  梵網經菩薩戒本疏【唐 法藏撰】
T40n1814    2  菩薩戒本疏【新羅 義寂述】
T40n1815    2  梵網經古迹記【新羅 太賢集】
T40n1816    3  金剛般若論會釋【唐 窺基撰】
T40n1817    1  略明般若末後一頌讚述【唐 義淨述】
T40n1818    3  法華論疏【隋 吉藏撰】
T40n1819    2  無量壽經優婆提舍願生偈註【北魏 曇鸞註解】
T40n1820    1  佛遺教經論疏節要【宋 淨源節要  明 袾宏補註】
T41n1821   30  俱舍論記【唐 普光述】
T41n1822   30  俱舍論疏【唐 法寶撰】
T41n1823   30  俱舍論頌疏論本【唐 圓暉述】
T42n1824   10  中觀論疏【隋 吉藏撰】
T42n1825    3  十二門論疏【隋 吉藏撰】
T42n1826    2  十二門論宗致義記【唐 法藏述】
T42n1827    3  百論疏【隋 吉藏撰】
T42n1828   24  瑜伽論記【唐 遁倫集撰】
T43n1829   16  瑜伽師地論略纂【唐 窺基撰】
T43n1830   10  成唯識論述記【唐 窺基撰】
T43n1831    2  成唯識論掌中樞要【唐 窺基撰】
T43n1832    7  成唯識論了義燈【唐 惠沼述】
T43n1833    7  成唯識論演祕【唐 智周撰】
T43n1834    2  唯識二十論述記【唐 窺基撰】
T44n1835    3  辯中邊論述記【唐 窺基撰】
T44n1836    2  大乘百法明門論解【唐 窺基註解．明 普泰增修】
T44n1837    2  大乘百法明門論疏【唐 大乘光撰】
T44n1838    1  大乘法界無差別論疏【唐 法藏撰】
T44n1839    1  理門論述記【唐 神泰撰】
T44n1840    3  因明入正理論疏【唐 窺基撰】
T44n1841    1  因明義斷【唐 慧沼撰】
T44n1842    1  因明入正理論義纂要【唐 慧沼集】
T44n1843    2  大乘起信論義疏【隋 慧遠撰】
T44n1844    2  起信論疏【新羅 元曉撰】
T44n1845    1  大乘起信論別記【新羅 元曉撰】
T44n1846    3  大乘起信論義記【唐 法藏撰】
T44n1847    1  大乘起信論義記別記【唐 法藏撰】
T44n1848   20  起信論疏筆削記【宋 子璿錄】
T44n1849    1  大乘起信論內義略探記【新羅 太賢作】
T44n1850    6  大乘起信論裂網疏【明 智旭述】
T44n1851   20  大乘義章【隋 慧遠撰】
T45n1852    1  三論玄義【隋 吉藏撰】
T45n1853    5  大乘玄論【隋 吉藏撰】
T45n1854    3  二諦義【隋 吉藏撰】
T45n1855    1  三論遊意義【隋 磧法師撰】
T45n1856    3  鳩摩羅什法師大義【東晉 慧遠問．羅什答】
T45n1857    1  寶藏論【後秦 僧肇著】
T45n1858    1  肇論【後秦 僧肇作】
T45n1859    3  肇論疏【唐 元康撰】
T45n1860    3  肇論新疏【元 文才述】
T45n1861    7  大乘法苑義林章【唐 窺基撰】
T45n1862    3  勸發菩提心集【唐 慧沼撰】
T45n1863    4  能顯中邊慧日論【唐 慧沼撰】
T45n1864    1  大乘入道次第【唐 智周撰】
T45n1865    2  八識規矩補註【明 普泰補註】
T45n1866    4  華嚴一乘教義分齊章【唐 法藏述】
T45n1867    1  華嚴五教止觀【隋 杜順說】
T45n1868    1  華嚴一乘十玄門【隋 杜順說．唐 智儼撰】
T45n1869    2  華嚴五十要問答【唐 智儼集】
T45n1870    4  華嚴經內章門等雜孔目章【唐 智儼集】
T45n1871    1  華嚴經旨歸【唐 法藏述】
T45n1872    1  華嚴策林【唐 法藏述】
T45n1873    2  華嚴經問答【唐 法藏撰】
T45n1874    2  華嚴經明法品內立三寶章【唐 法藏述】
T45n1875    1  華嚴經義海百門【唐 法藏述】
T45n1876    1  修華嚴奧旨妄盡還源觀【唐 法藏述】
T45n1877    1  華嚴遊心法界記【唐 法藏撰】
T45n1878    1  華嚴發菩提心章【唐 法藏述】
T45n1879a   1  華嚴經關脈義記【唐 法藏撰】
T45n1879b   1  華嚴關脈義記【】
T45n1880    1  金師子章雲間類解【唐 法藏撰．宋 淨源述】
T45n1881    1  華嚴經金師子章註【唐 法藏撰．宋 承遷註】
T45n1882    1  三聖圓融觀門【唐 澄觀述】
T45n1883    2  華嚴法界玄鏡【唐 澄觀述】
T45n1884    1  註華嚴法界觀門【唐 宗密註】
T45n1885    2  註華嚴經題法界觀門頌【宋 本嵩述．琮湛註】
T45n1886    1  原人論【唐 宗密述】
T45n1887A   1  華嚴一乘法界圖【新羅 義湘撰】
T45n1887B   2  法界圖記叢髓錄【】
T45n1888    1  解迷顯智成悲十明論【唐 李通玄撰】
T45n1889    1  海印三昧論【新羅 明皛述】
T45n1890    1  華嚴一乘成佛妙義【新羅 見登之集】
T45n1891    1  文殊指南圖讚【宋 惟白述】
T45n1892    1  關中創立戒壇圖經【唐 道宣撰】
T45n1893    2  淨心戒觀法【唐 道宣撰】
T45n1894    1  釋門章服儀【唐 道宣述】
T45n1895    2  量處輕重儀【唐 道宣緝】
T45n1896    2  釋門歸敬儀【唐 道宣述】
T45n1897    1  教誡新學比丘行護律儀【唐 道宣述】
T45n1898    1  律相感通傳【唐 道宣撰】
T45n1899    2  中天竺舍衛國祇洹寺圖經【唐 道宣撰】
T45n1900    1  佛制比丘六物圖【唐 元照撰】
T45n1901    1  護命放生軌儀法【唐 義淨撰】
T45n1902    1  受用三水要行法【唐 義淨撰】
T45n1903    1  說罪要行法【唐 義淨撰】
T45n1904    1  根本說一切有部出家授近圓羯磨儀範【元 拔合思巴集】
T45n1905    1  根本說一切有部苾芻習學略法【元 拔合思巴集】
T45n1906    1  菩薩戒本宗要【新羅 大賢撰】
T45n1907    1  菩薩戒本持犯要記【新羅 元曉述】
T45n1908    1  大乘六情懺悔【新羅 元曉撰】
T45n1909   10  慈悲道場懺法【梁 諸大法師集撰】
T45n1910    3  慈悲水懺法【】
T46n1911   10  摩訶止觀【隋 智顗說】
T46n1912   10  止觀輔行傳弘決【唐 湛然述】
T46n1913    2  止觀義例【唐 湛然述】
T46n1914    1  止觀大意【唐 湛然述】
T46n1915    1  修習止觀坐禪法要【隋 智顗述】
T46n1916   10  釋禪波羅蜜次第法門【隋 智顗說】
T46n1917    1  六妙法門【隋 智顗說】
T46n1918    4  四念處【隋 智顗說】
T46n1919    1  天台智者大師禪門口訣【隋 智顗說】
T46n1920    1  觀心論(亦名煎乳論)【隋 智顗述】
T46n1921    5  觀心論疏【隋 灌頂撰】
T46n1922    1  釋摩訶般若波羅蜜經覺意三昧【隋 智顗說】
T46n1923    2  諸法無諍三昧法門【陳 慧思撰】
T46n1924    4  大乘止觀法門【陳 慧思說】
T46n1925    3  法界次第初門【隋 智顗撰】
T46n1926    1  法華經安樂行義【陳 慧思說】
T46n1927    1  十不二門【唐 湛然述】
T46n1928    2  十不二門指要鈔【宋 知禮述】
T46n1929   12  四教義【隋 智顗撰】
T46n1930    1  天台八教大意【隋 灌頂撰】
T46n1931    1  天台四教儀【高麗 諦觀錄】
T46n1932    1  金剛錍【唐 湛然述】
T46n1933    1  南嶽思大禪師立誓願文【陳 慧思撰】
T46n1934    4  國清百錄【隋 灌頂纂】
T46n1935    1  法智遺編觀心二百問【宋 繼忠集】
T46n1936    2  四明十義書【宋 知禮撰】
T46n1937    7  四明尊者教行錄【宋 宗曉編】
T46n1938    1  天台傳佛心印記【元 懷則述】
T46n1939    1  教觀綱宗【明 智旭述】
T46n1940    1  方等三昧行法【隋 智顗說】
T46n1941    1  法華三昧懺儀【隋 智顗撰】
T46n1942    1  法華三昧行事運想補助儀【唐 湛然撰】
T46n1943    1  略法華三昧補助儀【】
T46n1944    1  禮法華經儀式【】
T46n1945    1  金光明懺法補助儀【宋 遵式集】
T46n1946    1  金光明最勝懺儀【宋 知禮集】
T46n1947    1  釋迦如來涅槃禮讚文【宋 仁岳撰】
T46n1948    1  天台智者大師齋忌禮讚文【宋 遵式述】
T46n1949    1  請觀世音菩薩消伏毒害陀羅尼三昧儀【宋 遵式集】
T46n1950    1  千手眼大悲心呪行法【宋 知禮集】
T46n1951    1  熾盛光道場念誦儀【宋 遵式撰】
T46n1952    1  觀自在菩薩如意輪呪課法【】
T46n1953    1  菩提心義【】
T46n1954    1  明佛法根本碑【唐 智慧輪述】
T46n1955    2  顯密圓通成佛心要集【遼 道[厄*殳]集】
T46n1956    1  密呪圓因往生集【夏 智廣等集】
T47n1957    1  略論安樂淨土義【後魏 曇鸞撰】
T47n1958    2  安樂集【唐 道綽撰】
T47n1959    1  觀念阿彌陀佛相海三昧功德法門【唐 善導集記】
T47n1960    7  釋淨土群疑論【唐 懷感撰】
T47n1961    1  淨土十疑論【隋 智顗說】
T47n1962    1  五方便念佛門【隋 智顗撰】
T47n1963    3  淨土論【唐 迦才撰】
T47n1964    1  西方要決釋疑通規【唐 基撰】
T47n1965    1  遊心安樂道【新羅 元曉撰】
T47n1966    2  念佛鏡【唐 道鏡．善道共集】
T47n1967    3  念佛三昧寶王論【唐 飛錫撰】
T47n1968    1  往生淨土決疑行願二門【宋 遵式撰】
T47n1969A   5  樂邦文類【宋 宗曉編】
T47n1969B   2  樂邦遺稿【宋 宗曉編】
T47n1970   12  龍舒增廣淨土文【宋 王日休撰】
T47n1971    1  淨土境觀要門【元 懷則述】
T47n1972    1  淨土或問【元 天如則著】
T47n1973   10  廬山蓮宗寶鑑【元 普度編】
T47n1974    2  寶王三昧念佛直指【明 妙叶集】
T47n1975    1  淨土生無生論【明 傳燈撰】
T47n1976   10  西方合論【明 袁宏道撰】
T47n1977    1  淨土疑辨【明 袾宏撰】
T47n1978    1  讚阿彌陀佛偈【後魏 曇鸞撰】
T47n1979    2  轉經行道願往生淨土法事讚【唐 善導集記】
T47n1980    1  往生禮讚偈【唐 善導集記】
T47n1981    1  依觀經等明般舟三昧行道往生讚【唐 善導撰】
T47n1982    2  集諸經禮懺儀【唐 智昇撰】
T47n1983    2  淨土五會念佛略法事儀讚【唐 法照述】
T47n1984    1  往生淨土懺願儀【宋 遵式撰】
T47n1985    1  鎮州臨濟慧照禪師語錄【唐 慧然集】
T47n1986A   1  筠州洞山悟本禪師語錄【日本 慧印校】
T47n1986B   1  瑞州洞山良价禪師語錄【明 語風圓信．郭凝之編】
T47n1987A   1  撫州曹山元證禪師語錄【日本 慧印校】
T47n1987B   2  撫州曹山本寂禪師語錄【日本 玄契編】
T47n1988    3  雲門匡真禪師廣錄【宋 守堅集】
T47n1989    1  潭州溈山靈祐禪師語錄【明 語風圓信．郭凝之編】
T47n1990    1  袁州仰山慧寂禪師語錄【明 語風圓信．郭凝之編】
T47n1991    1  金陵清涼院文益禪師語錄【明 語風圓信．郭凝之編】
T47n1992    3  汾陽無德禪師語錄【宋 楚圓集】
T47n1993    1  黃龍慧南禪師語錄【宋 惠泉集】
T47n1994A   1  楊岐方會和尚語錄【宋 仁勇等編】
T47n1994B   1  楊岐方會和尚後錄【】
T47n1995    3  法演禪師語錄【宋 才良等編】
T47n1996    6  明覺禪師語錄【宋 惟蓋竺編】
T47n1997   20  圓悟佛果禪師語錄【宋 紹隆等編】
T47n1998A  30  大慧普覺禪師語錄【宋 蘊聞編】
T47n1998B   1  大慧普覺禪師宗門武庫【宋 道謙編】
T47n1999    1  密菴和尚語錄【宋 崇岳．了悟等編】
T47n2000   10  虛堂和尚語錄【宋 妙源編】
T48n2001    9  宏智禪師廣錄【宋 集成等編】
T48n2002A   2  如淨和尚語錄【宋 文素編】
T48n2002B   1  天童山景德寺如淨禪師續語錄【宋 義遠編】
T48n2003   10  佛果圜悟禪師碧巖錄【宋 重顯頌古．克勤評唱】
T48n2004    6  萬松老人評唱天童覺和尚頌古從容庵錄【宋 正覺頌古．元 行秀評唱】
T48n2005    1  無門關【宋 宗紹編】
T48n2006    6  人天眼目【宋 智昭集】
T48n2007    1  南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經【唐 法海集】
T48n2008    1  六祖大師法寶壇經【元 宗寶編】
T48n2009    1  少室六門【】
T48n2010    1  信心銘【隋 僧璨作】
T48n2011    1  最上乘論【唐 弘忍述】
T48n2012A   1  黃檗山斷際禪師傳心法要【唐 裴休集】
T48n2012B   1  黃檗斷際禪師宛陵錄【唐 裴休集】
T48n2013    1  禪宗永嘉集【唐 玄覺撰】
T48n2014    1  永嘉證道歌【唐 玄覺撰】
T48n2015    2  禪源諸詮集都序【唐 宗密述】
T48n2016  100  宗鏡錄【宋 延壽集】
T48n2017    3  萬善同歸集【宋 延壽述】
T48n2018    1  永明智覺禪師唯心訣【宋 延壽撰】
T48n2019A   1  真心直說【高麗 知訥撰】
T48n2019B   1  誡初心學人文【高麗 知訥撰】
T48n2020    1  高麗國普照禪師修心訣【高麗 知訥撰】
T48n2021    1  禪宗決疑集【元 智徹述】
T48n2022    4  禪林寶訓【宋 淨善重集】
T48n2023   10  緇門警訓【明 如巹續集】
T48n2024    1  禪關策進【明 袾宏輯】
T48n2025    8  勅修百丈清規【元 德煇重編】
T49n2026    1  撰集三藏及雜藏傳【失譯】
T49n2027    1  迦葉結經【後漢 安世高譯】
T49n2028    1  迦丁比丘說當來變經【失譯】
T49n2029    1  佛使比丘迦旃延說法沒盡偈百二十章【失譯】
T49n2030    1  大阿羅漢難提蜜多羅所說法住記【唐 玄奘譯】
T49n2031    1  異部宗輪論【世友菩薩造  唐 玄奘譯】
T49n2032    1  十八部論【陳 真諦譯】
T49n2033    1  部執異論【天友菩薩造  陳 真諦譯】
T49n2034   15  歷代三寶紀【隋 費長房撰】
T49n2035   54  佛祖統紀【宋 志磐撰】
T49n2036   22  佛祖歷代通載【元 念常集】
T49n2037    4  釋氏稽古略【元 覺岸編】
T49n2038    3  釋鑑稽古略續集【明 幻輪編】
T49n2039    5  三國遺事【高麗 一然撰】
T50n2040    5  釋迦譜【梁 僧祐撰】
T50n2041    1  釋迦氏譜【唐 道宣撰】
T50n2042    7  阿育王傳【西晉 安法欽譯】
T50n2043   10  阿育王經【梁 僧伽婆羅譯】
T50n2044    1  天尊說阿育王譬喻經【失譯】
T50n2045    1  阿育王息壞目因緣經【符秦 曇摩難提譯】
T50n2046    1  馬鳴菩薩傳【後秦 鳩摩羅什譯】
T50n2047a   1  龍樹菩薩傳【姚秦 鳩摩羅什譯】
T50n2047b   1  龍樹菩薩傳【姚秦 鳩摩羅什譯】
T50n2048    1  提婆菩薩傳【姚秦 鳩摩羅什譯】
T50n2049    1  婆藪槃豆法師傳【陳 真諦譯】
T50n2050    1  隋天台智者大師別傳【隋 灌頂撰】
T50n2051    3  唐護法沙門法琳別傳【唐 彥琮撰】
T50n2052    1  大唐故三藏玄奘法師行狀【唐 冥詳撰】
T50n2053   10  大唐大慈恩寺三藏法師傳【唐 慧立本．彥悰箋】
T50n2054    1  唐大薦福寺故寺主翻經大德法藏和尚傳【新羅 崔致遠撰】
T50n2055    1  玄宗朝翻經三藏善無畏贈鴻臚卿行狀【唐 李華撰】
T50n2056    1  大唐故大德贈司空大辨正廣智不空三藏行狀【唐 趙遷撰】
T50n2057    1  大唐青龍寺三朝供奉大德行狀【】
T50n2058    6  付法藏因緣傳【元魏 吉迦夜共曇曜譯】
T50n2059   14  高僧傳【梁 慧皎撰】
T50n2060   30  續高僧傳【唐 道宣撰】
T50n2061   30  宋高僧傳【宋 贊寧等撰】
T50n2062    8  大明高僧傳【明 如惺撰】
T50n2063    4  比丘尼傳【梁 寶唱撰】
T50n2064    9  神僧傳【】
T50n2065    2  海東高僧傳【高麗 覺訓撰】
T51n2066    2  大唐西域求法高僧傳【唐 義淨撰】
T51n2067   10  弘贊法華傳【唐 惠詳撰】
T51n2068   10  法華傳記【唐 僧詳撰】
T51n2069    1  天台九祖傳【宋 士衡編】
T51n2070    1  往生西方淨土瑞應傳【】
T51n2071    3  淨土往生傳【宋 戒珠敘】
T51n2072    3  往生集【明 袾宏輯】
T51n2073    5  華嚴經傳記【唐 法藏集】
T51n2074    1  大方廣佛華嚴經感應傳【唐 惠英撰．胡幽貞纂】
T51n2075    1  曆代法寶記【】
T51n2076   30  景德傳燈錄【宋 道原纂】
T51n2077   36  續傳燈錄【明 居頂輯】
T51n2078    9  傳法正宗記【宋 契嵩編】
T51n2079    1  傳法正宗定祖圖【宋 契嵩撰】
T51n2080    2  傳法正宗論【宋 契嵩編】
T51n2081    2  兩部大法相承師資付法記【唐 海雲記】
T51n2082    3  冥報記【唐 唐臨撰】
T51n2083    2  釋門自鏡錄【唐 懷信述】
T51n2084    3  三寶感應要略錄【宋 非濁集】
T51n2085    1  高僧法顯傳【東晉 法顯記】
T51n2086    1  北魏僧惠生使西域記【】
T51n2087   12  大唐西域記【唐 玄奘譯．辯機撰】
T51n2088    2  釋迦方志【唐 道宣撰】
T51n2089    1  遊方記抄【新羅慧超唐圓照等撰】
T51n2090    1  釋迦牟尼如來像法滅盡之記【唐 法成譯】
T51n2091    1  燉煌錄【】
T51n2092    5  洛陽伽藍記【元魏 楊衒之撰】
T51n2093    1  寺塔記【唐 段成式撰】
T51n2094    1  梁京寺記【】
T51n2095    5  廬山記【宋 陳舜俞撰】
T51n2096    1  天台山記【唐 徐靈府撰】
T51n2097    3  南嶽總勝集【宋 陳田夫撰】
T51n2098    2  古清涼傳【唐 慧祥撰】
T51n2099    3  廣清涼傳【宋 延一編】
T51n2100    2  續清涼傳【宋 張商英述】
T51n2101    1  補陀洛迦山傳【元 盛熙明述】
T52n2102   14  弘明集【梁 僧祐撰】
T52n2103   30  廣弘明集【唐 道宣撰】
T52n2104    4  集古今佛道論衡【唐 道宣撰】
T52n2105    1  續集古今佛道論衡【唐 智昇撰】
T52n2106    3  集神州三寶感通錄【唐 道宣撰】
T52n2107    1  道宣律師感通錄【唐 道宣撰】
T52n2108    6  集沙門不應拜俗等事【唐 彥悰纂錄】
T52n2109    2  破邪論【唐 法琳撰】
T52n2110    8  辯正論【唐 法琳撰】
T52n2111    3  十門辯惑論【唐 復禮撰】
T52n2112    3  甄正論【唐 玄嶷撰】
T52n2113   10  北山錄【唐 神清撰．慧寶注】
T52n2114    1  護法論【宋 張商英述】
